# puzzle-bank-v2 proof-level-v2 PLAYER_V1
EASY|search=range-neighbourhood-v1;range=4-13;play=EASY;band=EASY;nodes=6;budget=Budget[attempts=1, graphs=18, exactChecks=200, exactNodes=50000, proofStates=12000, statesPerLevel=3000];source=range-neighbourhood-v1;fresh=8;edit=remove-2;proof=proof-level-v2|4000|2|6|0,1;0,2;0,3;1,3;2,3;2,5;3,5;4,5|1,BLUE;4,RED|0.5,0.06;0.94,0.06;0.5,0.5;0.94,0.5;0.06,0.94;0.5,0.94
EASY|search=range-neighbourhood-v1;range=4-13;play=EASY;band=EASY;nodes=7;budget=Budget[attempts=1, graphs=18, exactChecks=200, exactNodes=50000, proofStates=12000, statesPerLevel=3000];source=range-neighbourhood-v1;fresh=7;proof=proof-level-v2|3011|0|7|0,1;0,3;0,4;1,2;1,4;2,4;3,4;3,5;3,6;5,6|2,BLUE;5,RED|0.06,0.06;0.5,0.06;0.94,0.06;0.06,0.5;0.5,0.5;0.06,0.94;0.5,0.94
EASY|search=range-neighbourhood-v1;range=4-13;play=EASY;band=EASY;nodes=7;budget=Budget[attempts=1, graphs=18, exactChecks=200, exactNodes=50000, proofStates=12000, statesPerLevel=3000];source=range-neighbourhood-v1;fresh=10;edit=remove-3;proof=proof-level-v2|4016|3|7|0,1;0,2;1,2;1,3;2,3;2,4;2,5;3,5;4,5;4,6|1,GREEN;6,RED|0.5,0.06;0.94,0.06;0.5,0.35333333333333333;0.94,0.35333333333333333;0.06,0.6466666666666667;0.5,0.6466666666666667;0.06,0.94
EASY|search=range-neighbourhood-v1;range=4-13;play=EASY;band=EASY;nodes=7;budget=Budget[attempts=1, graphs=18, exactChecks=200, exactNodes=50000, proofStates=12000, statesPerLevel=3000];source=range-neighbourhood-v1;fresh=7;proof=proof-level-v2|3016|0|7|0,1;1,2;1,3;1,4;2,4;3,4;3,5;4,5;4,6;5,6|0,RED;6,BLUE|0.06,0.06;0.5,0.06;0.94,0.06;0.06,0.5;0.5,0.5;0.06,0.94;0.5,0.94
EASY|search=range-neighbourhood-v1;range=4-13;play=EASY;band=EASY;nodes=8;budget=Budget[attempts=1, graphs=18, exactChecks=200, exactNodes=50000, proofStates=12000, statesPerLevel=3000];source=range-neighbourhood-v1;fresh=9;edit=remove-1;proof=proof-level-v2|3005|1|8|0,1;0,3;1,2;1,3;1,4;2,4;3,4;3,5;4,5;4,6;5,6;5,7|2,BLUE;7,RED|0.06,0.06;0.5,0.06;0.94,0.06;0.06,0.35333333333333333;0.5,0.35333333333333333;0.06,0.6466666666666667;0.5,0.6466666666666667;0.06,0.94
EASY|search=range-neighbourhood-v1;range=4-13;play=EASY;band=EASY;nodes=9;budget=Budget[attempts=1, graphs=18, exactChecks=200, exactNodes=50000, proofStates=12000, statesPerLevel=3000];source=range-neighbourhood-v1;fresh=12;edit=remove-3;proof=proof-level-v2|3019|3|9|0,2;1,3;1,4;2,5;2,6;3,4;3,7;3,8;4,8;5,6;6,7;7,8|0,RED;1,BLUE;5,BLUE|0.06,0.06;0.94,0.06;0.06,0.5;0.6466666666666667,0.5;0.94,0.5;0.06,0.94;0.35333333333333333,0.94;0.6466666666666667,0.94;0.94,0.94
EASY|search=range-neighbourhood-v1;range=4-13;play=EASY;band=EASY;nodes=9;budget=Budget[attempts=1, graphs=18, exactChecks=200, exactNodes=50000, proofStates=12000, statesPerLevel=3000];source=range-neighbourhood-v1;fresh=9;proof=proof-level-v2|4006|0|9|0,1;0,3;1,2;1,3;1,4;2,4;3,4;3,7;4,5;4,7;5,7;6,7;7,8|2,BLUE;6,RED;8,RED|0.06,0.06;0.5,0.06;0.94,0.06;0.06,0.5;0.5,0.5;0.94,0.5;0.06,0.94;0.5,0.94;0.94,0.94
EASY|search=range-neighbourhood-v1;range=4-13;play=EASY;band=EASY;nodes=10;budget=Budget[attempts=1, graphs=18, exactChecks=200, exactNodes=50000, proofStates=12000, statesPerLevel=3000];source=range-neighbourhood-v1;fresh=10;proof=proof-level-v2|3002|0|10|0,1;0,3;1,2;1,3;1,4;1,5;3,4;3,6;4,6;4,7;5,7;6,7;6,8;6,9;7,9;8,9|2,GREEN;9,BLUE|0.06,0.06;0.5,0.06;0.94,0.06;0.06,0.35333333333333333;0.5,0.35333333333333333;0.94,0.35333333333333333;0.06,0.6466666666666667;0.5,0.6466666666666667;0.06,0.94;0.5,0.94
EASY|search=range-neighbourhood-v1;range=4-13;play=EASY;band=EASY;nodes=10;budget=Budget[attempts=1, graphs=18, exactChecks=200, exactNodes=50000, proofStates=12000, statesPerLevel=3000];source=range-neighbourhood-v1;fresh=9;edit=insert-1;proof=proof-level-v2|4015|4|10|0,1;0,3;0,4;1,2;1,4;1,5;2,5;3,4;3,6;4,6;4,7;4,8;4,9;5,8;5,9;6,7;7,8|2,BLUE;9,GREEN|0.06,0.06;0.5,0.06;0.94,0.06;0.06,0.5;0.5,0.5;0.94,0.5;0.06,0.94;0.5,0.94;0.94,0.94;0.72,0.5
EASY|search=range-neighbourhood-v1;range=4-13;play=EASY;band=EASY;nodes=10;budget=Budget[attempts=1, graphs=18, exactChecks=200, exactNodes=50000, proofStates=12000, statesPerLevel=3000];source=range-neighbourhood-v1;fresh=11;edit=remove-1;proof=proof-level-v2|3013|1|10|0,1;0,4;1,2;1,4;1,5;2,3;2,6;2,7;3,7;4,5;4,8;5,6;5,8;6,7;6,9;7,9|0,BLUE;9,GREEN|0.06,0.06;0.35333333333333333,0.06;0.6466666666666667,0.06;0.94,0.06;0.06,0.5;0.35333333333333333,0.5;0.6466666666666667,0.5;0.94,0.5;0.06,0.94;0.6466666666666667,0.94
EASY|search=range-neighbourhood-v1;range=4-13;play=EASY;band=EASY;nodes=11;budget=Budget[attempts=1, graphs=18, exactChecks=200, exactNodes=50000, proofStates=12000, statesPerLevel=3000];source=range-neighbourhood-v1;fresh=11;proof=proof-level-v2|4004|0|11|0,1;0,3;0,4;1,4;1,5;2,5;3,4;3,6;3,7;4,5;4,7;5,8;6,7;6,9;6,10;7,8;7,10;8,10;9,10|2,RED;10,BLUE|0.06,0.06;0.5,0.06;0.94,0.06;0.06,0.35333333333333333;0.5,0.35333333333333333;0.94,0.35333333333333333;0.06,0.6466666666666667;0.5,0.6466666666666667;0.94,0.6466666666666667;0.06,0.94;0.5,0.94
EASY|search=range-neighbourhood-v1;range=4-13;play=EASY;band=EASY;nodes=11;budget=Budget[attempts=1, graphs=18, exactChecks=200, exactNodes=50000, proofStates=12000, statesPerLevel=3000];source=range-neighbourhood-v1;fresh=11;proof=proof-level-v2|4013|0|11|0,1;0,3;1,2;1,3;1,4;2,4;2,5;3,4;3,6;4,5;4,6;4,7;4,8;6,9;7,8;7,9;7,10;8,10;9,10|2,BLUE;10,RED|0.06,0.06;0.5,0.06;0.94,0.06;0.06,0.35333333333333333;0.5,0.35333333333333333;0.94,0.35333333333333333;0.06,0.6466666666666667;0.5,0.6466666666666667;0.94,0.6466666666666667;0.06,0.94;0.5,0.94
EASY|search=range-neighbourhood-v1;range=4-13;play=EASY;band=EASY;nodes=12;budget=Budget[attempts=1, graphs=18, exactChecks=200, exactNodes=50000, proofStates=12000, statesPerLevel=3000];source=range-neighbourhood-v1;fresh=12;proof=proof-level-v2|3010|0|12|0,1;0,4;1,2;1,4;1,5;2,3;2,5;2,6;3,6;3,7;4,5;4,8;5,8;5,9;6,7;6,9;6,10;7,10;7,11;8,9;9,10;10,11|0,RED;6,GREEN|0.06,0.06;0.35333333333333333,0.06;0.6466666666666667,0.06;0.94,0.06;0.06,0.5;0.35333333333333333,0.5;0.6466666666666667,0.5;0.94,0.5;0.06,0.94;0.35333333333333333,0.94;0.6466666666666667,0.94;0.94,0.94
EASY|search=range-neighbourhood-v1;range=4-13;play=EASY;band=EASY;nodes=12;budget=Budget[attempts=1, graphs=18, exactChecks=200, exactNodes=50000, proofStates=12000, statesPerLevel=3000];source=range-neighbourhood-v1;fresh=12;proof=proof-level-v2|4010|0|12|0,1;0,3;1,2;1,3;1,4;1,5;3,4;3,6;4,6;4,8;5,8;6,7;6,9;6,10;7,8;7,10;7,11;8,11;10,11|2,GREEN;4,BLUE;9,GREEN|0.06,0.06;0.5,0.06;0.94,0.06;0.06,0.35333333333333333;0.5,0.35333333333333333;0.94,0.35333333333333333;0.06,0.6466666666666667;0.5,0.6466666666666667;0.94,0.6466666666666667;0.06,0.94;0.5,0.94;0.94,0.94
EASY|search=range-neighbourhood-v1;range=4-13;play=EASY;band=EASY;nodes=12;budget=Budget[attempts=1, graphs=18, exactChecks=200, exactNodes=50000, proofStates=12000, statesPerLevel=3000];source=range-neighbourhood-v1;fresh=13;edit=remove-1;proof=proof-level-v2|3008|1|12|0,1;0,3;0,4;1,2;1,4;1,5;2,5;3,4;3,6;4,6;4,7;6,7;6,8;7,8;7,9;8,9;8,10;8,11;9,11;10,11|5,BLUE;8,RED|0.06,0.06;0.5,0.06;0.94,0.06;0.06,0.28;0.5,0.28;0.94,0.28;0.06,0.5;0.5,0.5;0.06,0.72;0.5,0.72;0.06,0.94;0.5,0.94
EASY|search=range-neighbourhood-v1;range=4-13;play=EASY;band=EASY;nodes=13;budget=Budget[attempts=1, graphs=18, exactChecks=200, exactNodes=50000, proofStates=12000, statesPerLevel=3000];source=range-neighbourhood-v1;fresh=13;proof=proof-level-v2|4003|0|13|0,1;0,4;1,2;1,4;1,5;1,6;2,3;2,6;3,6;4,5;4,7;5,6;5,7;5,8;6,9;7,8;7,10;7,11;8,9;8,11;8,12;9,12;10,11;11,12|3,RED;4,BLUE|0.06,0.06;0.35333333333333333,0.06;0.6466666666666667,0.06;0.94,0.06;0.06,0.35333333333333333;0.35333333333333333,0.35333333333333333;0.6466666666666667,0.35333333333333333;0.06,0.6466666666666667;0.35333333333333333,0.6466666666666667;0.6466666666666667,0.6466666666666667;0.06,0.94;0.35333333333333333,0.94;0.6466666666666667,0.94
EASY|search=range-neighbourhood-v1;range=4-13;play=EASY;band=EASY;nodes=13;budget=Budget[attempts=1, graphs=18, exactChecks=200, exactNodes=50000, proofStates=12000, statesPerLevel=3000];source=range-neighbourhood-v1;fresh=13;proof=proof-level-v2|4008|0|13|0,1;0,5;0,6;2,6;2,8;3,4;3,8;4,8;5,6;5,9;5,10;6,7;6,10;7,8;7,10;7,11;7,12;8,12;9,10;10,11;11,12|1,RED;2,GREEN;4,GREEN;7,GREEN|0.06,0.06;0.28,0.06;0.5,0.06;0.72,0.06;0.94,0.06;0.06,0.5;0.28,0.5;0.5,0.5;0.72,0.5;0.06,0.94;0.28,0.94;0.5,0.94;0.72,0.94
EASY|search=range-neighbourhood-v1;range=4-13;play=EASY;band=EASY;nodes=13;budget=Budget[attempts=1, graphs=18, exactChecks=200, exactNodes=50000, proofStates=12000, statesPerLevel=3000];source=range-neighbourhood-v1;fresh=13;proof=proof-level-v2|3004|0|13|0,1;0,4;0,5;1,2;1,5;1,6;2,3;2,6;4,5;4,7;5,6;5,7;5,8;6,8;6,9;7,8;7,10;8,9;8,10;8,11;9,12;10,11;11,12|3,BLUE;11,GREEN|0.06,0.06;0.35333333333333333,0.06;0.6466666666666667,0.06;0.94,0.06;0.06,0.35333333333333333;0.35333333333333333,0.35333333333333333;0.6466666666666667,0.35333333333333333;0.06,0.6466666666666667;0.35333333333333333,0.6466666666666667;0.6466666666666667,0.6466666666666667;0.06,0.94;0.35333333333333333,0.94;0.6466666666666667,0.94
EASY|search=range-neighbourhood-v1;range=4-13;play=EASY;band=EASY;nodes=13;budget=Budget[attempts=1, graphs=18, exactChecks=200, exactNodes=50000, proofStates=12000, statesPerLevel=3000];source=range-neighbourhood-v1;fresh=13;proof=proof-level-v2|3017|0|13|0,1;0,3;1,2;1,3;1,4;1,5;2,5;3,4;3,6;3,7;4,5;4,7;5,7;5,8;6,7;6,9;6,10;7,8;7,10;8,12;9,11;9,12;10,12;11,12|2,BLUE;12,RED|0.06,0.06;0.5,0.06;0.94,0.06;0.06,0.28;0.5,0.28;0.94,0.28;0.06,0.5;0.5,0.5;0.94,0.5;0.06,0.72;0.5,0.72;0.06,0.94;0.5,0.94
EASY|search=range-neighbourhood-v1;range=14-23;play=EASY;band=EASY;nodes=14;budget=Budget[attempts=1, graphs=18, exactChecks=200, exactNodes=50000, proofStates=12000, statesPerLevel=3000];source=range-neighbourhood-v1;fresh=14;proof=proof-level-v2|4014|0|14|0,1;0,5;0,6;1,6;1,7;2,3;2,7;2,8;3,4;3,8;4,8;4,9;5,6;5,10;6,7;6,10;6,11;7,11;7,12;8,9;8,12;8,13;9,13;10,11;11,12;12,13|5,BLUE;9,RED|0.06,0.06;0.28,0.06;0.5,0.06;0.72,0.06;0.94,0.06;0.06,0.5;0.28,0.5;0.5,0.5;0.72,0.5;0.94,0.5;0.06,0.94;0.28,0.94;0.5,0.94;0.72,0.94
EASY|search=range-neighbourhood-v1;range=14-23;play=EASY;band=EASY;nodes=14;budget=Budget[attempts=1, graphs=18, exactChecks=200, exactNodes=50000, proofStates=12000, statesPerLevel=3000];source=range-neighbourhood-v1;fresh=14;proof=proof-level-v2|4001|0|14|0,1;0,3;1,2;1,3;1,4;2,4;2,5;3,4;3,6;4,5;4,6;4,7;4,8;6,7;6,9;6,10;7,8;7,10;7,11;8,11;9,10;9,12;9,13;10,13;11,13|5,GREEN;12,RED|0.06,0.06;0.5,0.06;0.94,0.06;0.06,0.28;0.5,0.28;0.94,0.28;0.06,0.5;0.5,0.5;0.94,0.5;0.06,0.72;0.5,0.72;0.94,0.72;0.06,0.94;0.5,0.94
EASY|search=range-neighbourhood-v1;range=14-23;play=EASY;band=EASY;nodes=14;budget=Budget[attempts=1, graphs=18, exactChecks=200, exactNodes=50000, proofStates=12000, statesPerLevel=3000];source=range-neighbourhood-v1;fresh=14;proof=proof-level-v2|4019|0|14|0,1;0,3;1,2;1,3;1,5;2,5;3,4;3,6;4,5;4,6;4,7;5,7;5,8;6,7;6,9;7,9;7,10;7,11;8,11;9,10;9,12;9,13;10,11;10,13;11,13;12,13|0,GREEN;1,BLUE|0.06,0.06;0.5,0.06;0.94,0.06;0.06,0.28;0.5,0.28;0.94,0.28;0.06,0.5;0.5,0.5;0.94,0.5;0.06,0.72;0.5,0.72;0.94,0.72;0.06,0.94;0.5,0.94
EASY|search=range-neighbourhood-v1;range=14-23;play=EASY;band=EASY;nodes=15;budget=Budget[attempts=1, graphs=18, exactChecks=200, exactNodes=50000, proofStates=12000, statesPerLevel=3000];source=range-neighbourhood-v1;fresh=15;proof=proof-level-v2|4007|0|15|0,1;0,3;1,2;1,3;1,4;2,4;2,5;3,4;3,6;3,7;4,5;4,7;4,8;5,8;6,7;6,9;7,8;7,9;7,10;8,10;8,11;9,10;9,13;10,11;10,13;10,14;11,14;12,13;13,14|8,BLUE;12,RED|0.06,0.06;0.5,0.06;0.94,0.06;0.06,0.28;0.5,0.28;0.94,0.28;0.06,0.5;0.5,0.5;0.94,0.5;0.06,0.72;0.5,0.72;0.94,0.72;0.06,0.94;0.5,0.94;0.94,0.94
EASY|search=range-neighbourhood-v1;range=14-23;play=EASY;band=EASY;nodes=15;budget=Budget[attempts=1, graphs=18, exactChecks=200, exactNodes=50000, proofStates=12000, statesPerLevel=3000];source=range-neighbourhood-v1;fresh=15;proof=proof-level-v2|4017|0|15|0,1;0,5;1,2;1,5;1,6;2,3;3,4;3,8;4,8;4,9;5,6;5,10;5,11;6,7;6,11;6,12;7,8;7,12;7,13;8,9;8,13;9,13;9,14;10,11;12,13;13,14|3,RED;11,BLUE|0.06,0.06;0.28,0.06;0.5,0.06;0.72,0.06;0.94,0.06;0.06,0.5;0.28,0.5;0.5,0.5;0.72,0.5;0.94,0.5;0.06,0.94;0.28,0.94;0.5,0.94;0.72,0.94;0.94,0.94
EASY|search=range-neighbourhood-v1;range=14-23;play=EASY;band=EASY;nodes=15;budget=Budget[attempts=1, graphs=18, exactChecks=200, exactNodes=50000, proofStates=12000, statesPerLevel=3000];source=range-neighbourhood-v1;fresh=15;proof=proof-level-v2|4012|0|15|0,1;0,4;0,5;1,2;1,5;1,6;2,3;2,6;2,7;3,7;4,5;4,8;5,6;5,8;5,9;6,9;6,10;7,10;7,11;8,9;8,12;8,13;9,10;9,13;9,14;10,11;10,14;11,14;12,13;13,14|0,BLUE;12,GREEN|0.06,0.06;0.35333333333333333,0.06;0.6466666666666667,0.06;0.94,0.06;0.06,0.35333333333333333;0.35333333333333333,0.35333333333333333;0.6466666666666667,0.35333333333333333;0.94,0.35333333333333333;0.06,0.6466666666666667;0.35333333333333333,0.6466666666666667;0.6466666666666667,0.6466666666666667;0.94,0.6466666666666667;0.06,0.94;0.35333333333333333,0.94;0.6466666666666667,0.94
EASY|source=varied-plane-v1;family=grid;layout=aligned-grid-v1|9|1|16|0,1;0,4;0,5;1,2;1,5;1,6;2,3;2,6;2,7;3,7;4,5;4,8;5,6;5,8;5,9;6,7;6,9;6,10;7,10;7,11;8,9;8,12;9,10;9,12;9,13;10,11;10,13;10,14;11,14;11,15;12,13;13,14;14,15|3,GREEN;15,RED|0.06,0.06;0.35333333333333333,0.06;0.6466666666666667,0.06;0.94,0.06;0.06,0.35333333333333333;0.35333333333333333,0.35333333333333333;0.6466666666666667,0.35333333333333333;0.94,0.35333333333333333;0.06,0.6466666666666667;0.35333333333333333,0.6466666666666667;0.6466666666666667,0.6466666666666667;0.94,0.6466666666666667;0.06,0.94;0.35333333333333333,0.94;0.6466666666666667,0.94;0.94,0.94
EASY|source=varied-plane-v1;family=grid-tall|2015|5|16|0,4;1,2;1,4;1,5;1,6;2,3;2,6;3,9;4,5;5,6;5,7;5,8;6,8;6,9;7,8;8,9;8,11;9,11;10,11;11,13;11,14;12,14;12,15;13,14|0,GREEN;3,RED;10,RED;14,RED;15,GREEN|0.06,0.06;0.35333333333333333,0.06;0.6466666666666667,0.06;0.94,0.06;0.06,0.28;0.35333333333333333,0.28;0.6466666666666667,0.28;0.06,0.5;0.35333333333333333,0.5;0.6466666666666667,0.5;0.06,0.72;0.35333333333333333,0.72;0.6466666666666667,0.72;0.06,0.94;0.35333333333333333,0.94;0.6466666666666667,0.94
